tweet_id,username,content,timestamp,likes,retweets,replies,hashtags,mentions,source_hashtag,scraped_at,cashtags,date
intraday_ishaan|2026-09-04T18:54:05.770110+00:00|Positional buy initiated on #intraday ab,intraday_ishaan,"Positional buy initiated on #intraday above 50524, SL below 50374 #stockmarket #trading",2026-09-04 18:54:05.770110+00:00,13,2,2,"['intraday', 'sensex']",[],intraday,2026-09-05 19:16:04.265700+00:00,[],2026-09-04
"riskmanager_99|2026-09-05T15:36:06.715414+00:00|Gap up opening expected for #intraday, 2",riskmanager_99,"Gap up opening expected for #intraday, 22740 is the level to watch RBI policy day today.",2026-09-05 15:36:06.715414+00:00,14,3,2,['intraday'],[],intraday,2026-09-05 19:16:04.273356+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T04:41:45.447595+00:00|Market crash ho sakta hai, 50275 ka supp",swing_trader_in,"Market crash ho sakta hai, 50275 ka support toot gaya, bearish on #sensex",2026-09-05 04:41:45.447595+00:00,4,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.288642+00:00,[],2026-09-05
intraday_ishaan|2026-09-05T08:39:05.537797+00:00|Short positions added on #sensex below 2,intraday_ishaan,"Short positions added on #sensex below 22999, target 23449",2026-09-05 08:39:05.537797+00:00,12,0,1,['sensex'],['user_9df05c'],sensex,2026-09-05 19:16:04.258734+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T06:27:09.233121+00:00|#banknifty showing higher highs, 48242 b",sensex_scalper,"#banknifty showing higher highs, 48242 broken with volume, next stop 48092 Options data suggests the same.",2026-09-05 06:27:09.233121+00:00,7,1,0,"['banknifty', 'banknifty']",[],banknifty,2026-09-05 19:16:04.269398+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T14:35:52.758639+00:00|#banknifty forming lower lows, 22220 sup",dalalstreet_diary,"#banknifty forming lower lows, 22220 support gone, next target 22670 Let's see how it closes.",2026-09-05 14:35:52.758639+00:00,11,1,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.298736+00:00,[],2026-09-05
"quant_priya|2026-09-05T08:14:06.076460+00:00|बाजार में तेजी है, 21981 के ऊपर खरीदारी ",quant_priya,"बाजार में तेजी है, 21981 के ऊपर खरीदारी का मौका #sensex Keep an eye on FII/DII data.",2026-09-05 08:14:06.076460+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.279599+00:00,[],2026-09-05
"quant_priya|2026-09-05T06:52:06.431702+00:00|Tejji ka mahaul hai #sensex mein, 22261 ",quant_priya,"Tejji ka mahaul hai #sensex mein, 22261 pe strong buying dekhi #optionstrading #dalalstreet",2026-09-05 06:52:06.431702+00:00,11,1,1,"['sensex', 'banknifty']",[],sensex,2026-09-05 19:16:04.278123+00:00,[],2026-09-05
"options_owl|2026-09-05T09:27:26.541735+00:00|Panic selling in #intraday, 50441 breakd",options_owl,"Panic selling in #intraday, 50441 breakdown confirmed, stop loss hit RBI policy day today.",2026-09-05 09:27:26.541735+00:00,2,0,0,"['intraday', 'intraday']",[],intraday,2026-09-05 19:16:04.292280+00:00,[],2026-09-05
"chartwizard|2026-09-05T17:43:43.720910+00:00|Tejji ka mahaul hai #sensex mein, 21745 ",chartwizard,"Tejji ka mahaul hai #sensex mein, 21745 pe strong buying dekhi DYOR.",2026-09-05 17:43:43.720910+00:00,2,0,0,['sensex'],['user_62a5db'],sensex,2026-09-05 19:16:04.293832+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T16:20:10.204089+00:00|#sensex looking strong today, breakout a",sensex_scalper,"#sensex looking strong today, breakout above 23072, target 23372 Keep an eye on FII/DII data.",2026-09-05 16:20:10.204089+00:00,7,1,1,['sensex'],[],sensex,2026-09-05 19:16:04.268309+00:00,[],2026-09-05
"trader_raj|2026-09-05T04:42:38.062320+00:00|Sideways action continues on #intraday, ",trader_raj,"Sideways action continues on #intraday, 21619-21469 range holding #stockmarket #trading",2026-09-05 04:42:38.062320+00:00,3,0,0,"['intraday', 'intraday']",[],intraday,2026-09-05 19:16:04.269275+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T02:57:21.768103+00:00|#nifty50 looking strong today, breakout ",sensex_scalper,"#nifty50 looking strong today, breakout above 49753, target 50053 #optionstrading #dalalstreet",2026-09-05 02:57:21.768103+00:00,8,2,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.307894+00:00,[],2026-09-05
"trader_raj|2026-09-05T04:03:53.132027+00:00|#nifty50 breaking down below 22125, expe",trader_raj,"#nifty50 breaking down below 22125, expecting further downside to 22425 Budget session ahead, stay alert.",2026-09-05 04:03:53.132027+00:00,8,0,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.255743+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-05T10:08:26.853829+00:00|Panic selling in #intraday, 47799 breakd",dalalstreet_diary,"Panic selling in #intraday, 47799 breakdown confirmed, stop loss hit Volume bhi zyada hai aaj.",2026-09-05 10:08:26.853829+00:00,2,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.252045+00:00,[],2026-09-05
"trader_raj|2026-09-05T03:05:03.643526+00:00|#intraday consolidating near 48265, need",trader_raj,"#intraday consolidating near 48265, need a breakout either side Volume bhi zyada hai aaj.",2026-09-05 03:05:03.643526+00:00,5,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.260306+00:00,[],2026-09-05
"trader_raj|2026-09-05T09:15:16.221600+00:00|Gap up opening expected for #banknifty, ",trader_raj,"Gap up opening expected for #banknifty, 50145 is the level to watch Keep an eye on FII/DII data.",2026-09-05 09:15:16.221600+00:00,11,2,2,['banknifty'],[],banknifty,2026-09-05 19:16:04.313125+00:00,[],2026-09-05
swing_trader_in|2026-09-05T18:15:47.633570+00:00|Positional buy initiated on #banknifty a,swing_trader_in,"Positional buy initiated on #banknifty above 22691, SL below 23311 Budget session ahead, stay alert.",2026-09-05 18:15:47.633570+00:00,5,0,0,['banknifty'],['user_4a13e4'],banknifty,2026-09-05 19:16:04.295550+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T15:40:57.291374+00:00|#banknifty breaking down below 23091, ex",banknifty_baba,"#banknifty breaking down below 23091, expecting further downside to 22791",2026-09-05 15:40:57.291374+00:00,8,0,0,['banknifty'],['user_3746f9'],banknifty,2026-09-05 19:16:04.261020+00:00,[],2026-09-05
dalalstreet_diary|2026-09-05T16:28:38.358169+00:00|#banknifty range-bound between 47732 and,dalalstreet_diary,"#banknifty range-bound between 47732 and 47582 today, waiting for a clear direction #stockmarket #trading",2026-09-05 16:28:38.358169+00:00,4,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.252576+00:00,[],2026-09-05
"trader_raj|2026-09-04T20:08:46.930175+00:00|Tejji ka mahaul hai #banknifty mein, 233",trader_raj,"Tejji ka mahaul hai #banknifty mein, 23310 pe strong buying dekhi #optionstrading #dalalstreet",2026-09-04 20:08:46.930175+00:00,8,2,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.304160+00:00,[],2026-09-04
options_owl|2026-09-05T03:01:56.356631+00:00|Short positions added on #banknifty belo,options_owl,"Short positions added on #banknifty below 47547, target 48347 Kya lagta hai aap logo ka?",2026-09-05 03:01:56.356631+00:00,2,0,0,"['banknifty', 'banknifty']",['user_d9a03d'],banknifty,2026-09-05 19:16:04.271756+00:00,[],2026-09-05
"banknifty_baba|2026-09-04T22:01:44.299214+00:00|Sell on rise strategy for #banknifty, re",banknifty_baba,"Sell on rise strategy for #banknifty, resistance at 49123 not breaking Options data suggests the same.",2026-09-04 22:01:44.299214+00:00,13,3,2,['banknifty'],[],banknifty,2026-09-05 19:16:04.270439+00:00,[],2026-09-04
"niftyguru|2026-09-05T11:38:02.161732+00:00|Low volume day for #sensex, market await",niftyguru,"Low volume day for #sensex, market awaiting 49296 confirmation Budget session ahead, stay alert.",2026-09-05 11:38:02.161732+00:00,5,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.299049+00:00,[],2026-09-05
"swing_trader_in|2026-09-05T10:51:49.326181+00:00|FIIs buying heavily today, #sensex could",swing_trader_in,"FIIs buying heavily today, #sensex could test 22043 by expiry #stockmarket #trading",2026-09-05 10:51:49.326181+00:00,10,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.279557+00:00,[],2026-09-05
"banknifty_baba|2026-09-04T22:08:41.352945+00:00|Watching #sensex closely, no clear trend",banknifty_baba,"Watching #sensex closely, no clear trend yet. What's everyone's view on 22088? RBI policy day today.",2026-09-04 22:08:41.352945+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.296050+00:00,[],2026-09-04
"quant_priya|2026-09-05T18:15:59.678904+00:00|Global cues supportive, #banknifty likel",quant_priya,"Global cues supportive, #banknifty likely to open above 48198 tomorrow #optionstrading #dalalstreet",2026-09-05 18:15:59.678904+00:00,9,1,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.310909+00:00,[],2026-09-05
"chartwizard|2026-09-05T16:36:53.318625+00:00|बाजार में तेजी है, 50756 के ऊपर खरीदारी ",chartwizard,"बाजार में तेजी है, 50756 के ऊपर खरीदारी का मौका #banknifty Volume bhi zyada hai aaj.",2026-09-05 16:36:53.318625+00:00,9,0,0,"['banknifty', 'banknifty']",[],banknifty,2026-09-05 19:16:04.300396+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-05T13:38:59.089589+00:00|Market crash ho sakta hai, 22022 ka supp",bull_on_dalal_st,"Market crash ho sakta hai, 22022 ka support toot gaya, bearish on #sensex RBI policy day today.",2026-09-05 13:38:59.089589+00:00,8,1,0,['sensex'],[],sensex,2026-09-05 19:16:04.286835+00:00,[],2026-09-05
"quant_priya|2026-09-05T12:28:41.391031+00:00|Global markets weak overnight, #banknift",quant_priya,"Global markets weak overnight, #banknifty may gap down below 23189 Thoughts?",2026-09-05 12:28:41.391031+00:00,14,3,2,['banknifty'],[],banknifty,2026-09-05 19:16:04.309584+00:00,[],2026-09-05
"algo_anil|2026-09-05T01:36:59.487266+00:00|Panic selling in #banknifty, 48675 break",algo_anil,"Panic selling in #banknifty, 48675 breakdown confirmed, stop loss hit DYOR. Tata Motors also in focus.",2026-09-05 01:36:59.487266+00:00,11,2,1,['banknifty'],['user_defd4a'],banknifty,2026-09-05 19:16:04.278887+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T04:06:30.223144+00:00|आज #nifty50 में भारी गिरावट, 22892 का सप",riskmanager_99,"आज #nifty50 में भारी गिरावट, 22892 का सपोर्ट टूटा",2026-09-05 04:06:30.223144+00:00,1,0,0,"['nifty50', 'intraday']",[],nifty50,2026-09-05 19:16:04.310330+00:00,[],2026-09-05
"sensex_scalper|2026-09-04T22:02:00.501001+00:00|#nifty50 showing higher highs, 49892 bro",sensex_scalper,"#nifty50 showing higher highs, 49892 broken with volume, next stop 49592 Options data suggests the same.",2026-09-04 22:02:00.501001+00:00,1,0,0,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.293773+00:00,[],2026-09-04
"dalalstreet_diary|2026-09-05T03:22:42.333607+00:00|#banknifty showing higher highs, 21733 b",dalalstreet_diary,"#banknifty showing higher highs, 21733 broken with volume, next stop 21113 RBI policy day today.",2026-09-05 03:22:42.333607+00:00,15,2,2,['banknifty'],[],banknifty,2026-09-05 19:16:04.281149+00:00,[],2026-09-05
"sensex_scalper|2026-09-05T10:38:53.582482+00:00|#nifty50 looking strong today, breakout ",sensex_scalper,"#nifty50 looking strong today, breakout above 23455, target 24075 #optionstrading #dalalstreet",2026-09-05 10:38:53.582482+00:00,9,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.279043+00:00,[],2026-09-05
"MarketMaverick|2026-09-05T07:46:34.180542+00:00|Sell on rise strategy for #sensex, resis",MarketMaverick,"Sell on rise strategy for #sensex, resistance at 22137 not breaking Let's see how it closes.",2026-09-05 07:46:34.180542+00:00,2,0,0,['sensex'],[],sensex,2026-09-05 19:16:04.309891+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T14:30:30.648794+00:00|FIIs buying heavily today, #intraday cou",riskmanager_99,"FIIs buying heavily today, #intraday could test 47973 by expiry Budget session ahead, stay alert.",2026-09-05 14:30:30.648794+00:00,2,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.313100+00:00,[],2026-09-05
algo_anil|2026-09-05T02:45:05.024607+00:00|Positional buy initiated on #banknifty a,algo_anil,"Positional buy initiated on #banknifty above 49203, SL below 48903 Options data suggests the same.",2026-09-05 02:45:05.024607+00:00,1,0,0,['banknifty'],[],banknifty,2026-09-05 19:16:04.270504+00:00,[],2026-09-05
riskmanager_99|2026-09-05T03:16:18.239929+00:00|Nifty ne resistance todi! bullish moment,riskmanager_99,"Nifty ne resistance todi! bullish momentum building, 23007 ke upar accumulate karo #intraday RBI policy day today.",2026-09-05 03:16:18.239929+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.312719+00:00,[],2026-09-05
"MarketMaverick|2026-09-05T02:43:17.116106+00:00|Buy the dip on 47636, 47016 target for s",MarketMaverick,"Buy the dip on 47636, 47016 target for swing trade #nifty50 $NIFTY",2026-09-05 02:43:17.116106+00:00,13,1,0,"['nifty50', 'banknifty']",[],nifty50,2026-09-05 19:16:04.279132+00:00,['NIFTY'],2026-09-05
"niftyguru|2026-09-04T20:40:55.164125+00:00|आज #nifty50 में जबरदस्त तेजी, 47574 का स",niftyguru,"आज #nifty50 में जबरदस्त तेजी, 47574 का स्तर पार RBI policy day today.",2026-09-04 20:40:55.164125+00:00,11,2,2,"['nifty50', 'intraday']",[],nifty50,2026-09-05 19:16:04.282987+00:00,[],2026-09-04
"trader_raj|2026-09-05T02:49:06.879937+00:00|बाजार में तेजी है, 49796 के ऊपर खरीदारी ",trader_raj,"बाजार में तेजी है, 49796 के ऊपर खरीदारी का मौका #sensex DYOR.",2026-09-05 02:49:06.879937+00:00,14,3,1,"['sensex', 'sensex']",[],sensex,2026-09-05 19:16:04.278206+00:00,[],2026-09-05
"options_owl|2026-09-05T17:11:21.539901+00:00|Mixed signals on #nifty50 today, 48339 a",options_owl,"Mixed signals on #nifty50 today, 48339 acting as a pivot Volume bhi zyada hai aaj.",2026-09-05 17:11:21.539901+00:00,8,0,1,"['nifty50', 'intraday']",[],nifty50,2026-09-05 19:16:04.296590+00:00,[],2026-09-05
"chartwizard|2026-09-05T07:41:50.746657+00:00|Global markets weak overnight, #sensex m",chartwizard,"Global markets weak overnight, #sensex may gap down below 50136 RBI policy day today. TCS also in focus.",2026-09-05 07:41:50.746657+00:00,0,0,0,"['sensex', 'banknifty']",[],sensex,2026-09-05 19:16:04.305263+00:00,[],2026-09-05
"banknifty_baba|2026-09-05T15:19:06.836699+00:00|बाजार में तेजी है, 49438 के ऊपर खरीदारी ",banknifty_baba,"बाजार में तेजी है, 49438 के ऊपर खरीदारी का मौका #nifty50 Volume bhi zyada hai aaj. Tata Motors also in focus.",2026-09-05 15:19:06.836699+00:00,0,0,0,['nifty50'],[],nifty50,2026-09-05 19:16:04.254768+00:00,[],2026-09-05
"bull_on_dalal_st|2026-09-04T22:10:04.456779+00:00|Watching #intraday closely, no clear tre",bull_on_dalal_st,"Watching #intraday closely, no clear trend yet. What's everyone's view on 21809? Options data suggests the same. SBI also in focus.",2026-09-04 22:10:04.456779+00:00,1,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.290305+00:00,[],2026-09-04
"trader_raj|2026-09-05T06:15:05.506077+00:00|आज #nifty50 में भारी गिरावट, 23292 का सप",trader_raj,"आज #nifty50 में भारी गिरावट, 23292 का सपोर्ट टूटा DYOR.",2026-09-05 06:15:05.506077+00:00,13,3,2,['nifty50'],['user_b7d7bd'],nifty50,2026-09-05 19:16:04.265165+00:00,[],2026-09-05
bull_on_dalal_st|2026-09-04T22:06:58.017451+00:00|#banknifty range-bound between 21816 and,bull_on_dalal_st,"#banknifty range-bound between 21816 and 21966 today, waiting for a clear direction Thoughts?",2026-09-04 22:06:58.017451+00:00,13,3,2,['banknifty'],[],banknifty,2026-09-05 19:16:04.285454+00:00,[],2026-09-04
"the_bear_desk|2026-09-05T07:13:54.426184+00:00|Gap up opening expected for #banknifty, ",the_bear_desk,"Gap up opening expected for #banknifty, 23467 is the level to watch NFA.",2026-09-05 07:13:54.426184+00:00,8,0,0,['banknifty'],['user_1e17f9'],banknifty,2026-09-05 19:16:04.306871+00:00,[],2026-09-05
"dalalstreet_diary|2026-09-04T21:36:53.171954+00:00|#intraday looking strong today, breakout",dalalstreet_diary,"#intraday looking strong today, breakout above 22435, target 22135 Keep an eye on FII/DII data.",2026-09-04 21:36:53.171954+00:00,7,0,0,['intraday'],[],intraday,2026-09-05 19:16:04.283469+00:00,[],2026-09-04
"the_bear_desk|2026-09-05T05:37:11.110295+00:00|Global cues supportive, #nifty50 likely ",the_bear_desk,"Global cues supportive, #nifty50 likely to open above 48574 tomorrow Volume bhi zyada hai aaj.",2026-09-05 05:37:11.110295+00:00,14,1,1,['nifty50'],[],nifty50,2026-09-05 19:16:04.270869+00:00,[],2026-09-05
"riskmanager_99|2026-09-05T01:07:50.366691+00:00|FIIs buying heavily today, #banknifty co",riskmanager_99,"FIIs buying heavily today, #banknifty could test 22413 by expiry Infosys also in focus.",2026-09-05 01:07:50.366691+00:00,13,1,1,['banknifty'],[],banknifty,2026-09-05 19:16:04.272854+00:00,[],2026-09-05
"the_bear_desk|2026-09-05T07:43:57.157667+00:00|मंदी का माहौल है बाज़ार में, 22299 से नी",the_bear_desk,"मंदी का माहौल है बाज़ार में, 22299 से नीचे बिकवाली तेज #nifty50 NFA.",2026-09-05 07:43:57.157667+00:00,3,0,0,"['nifty50', 'nifty50']",[],nifty50,2026-09-05 19:16:04.284454+00:00,[],2026-09-05
"quant_priya|2026-09-05T03:18:30.357214+00:00|मंदी का माहौल है बाज़ार में, 48188 से नी",quant_priya,"मंदी का माहौल है बाज़ार में, 48188 से नीचे बिकवाली तेज #nifty50 Budget session ahead, stay alert.",2026-09-05 03:18:30.357214+00:00,0,0,0,"['nifty50', 'banknifty']",['user_e5101a'],nifty50,2026-09-05 19:16:04.261614+00:00,[],2026-09-05
"riskmanager_99|2026-09-04T23:40:20.537823+00:00|बाजार में तेजी है, 48448 के ऊपर खरीदारी ",riskmanager_99,"बाजार में तेजी है, 48448 के ऊपर खरीदारी का मौका #sensex TCS also in focus.",2026-09-04 23:40:20.537823+00:00,10,1,0,['sensex'],[],sensex,2026-09-05 19:16:04.254429+00:00,[],2026-09-04
